ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,,,,,,,,,StartDate,EndDate,Status
330,BK-R50R-52,2,LB ,CM ,Road-650 Red 52,Carretera: 650 roja 52,Vélo de route 650 rouge 52,413.1463,TRUE,Red,100,75,699.0982,52,48-52 CM,19.42,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
400,HB-M763,4,,,ML Mountain Handlebars,,,27.4925,TRUE,NA,500,375,61.92,,NA,,1,M ,37.152,M ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
343,BK-R50B-52,2,LB ,CM ,Road-650 Black 52,Carretera: 650 negra 52,Vélo de route 650 noir 52,486.7066,TRUE,Black,100,75,782.99,52,48-52 CM,19.42,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
324,BK-R50R-62,2,LB ,CM ,Road-650 Red 62,Carretera: 650 roja 62,Vélo de route 650 rouge 62,413.1463,TRUE,Red,100,75,699.0982,62,60-62 CM,20,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
188,SA-M237,,,,ML Mountain Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,M ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
175,PA-823Y,,,,Paint - Yellow,,,,FALSE,NA,60,45,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
264,FR-R38R-48,14,LB ,CM ,LL Road Frame - Red 48,Cuadro de carretera GB: rojo 48,Cadre de vélo de route LL - rouge 48,181.4857,TRUE,Red,500,375,306.5636,48,48-52 CM,2.36,1,R ,183.9382,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
225,CA-1098,19,,,AWC Logo Cap,,,6.9223,TRUE,Multi,4,3,8.99,,NA,,0,S ,5.394,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
421,RW-M928,17,,,HL Mountain Rear Wheel,,,145.2835,TRUE,Black,500,375,327.215,,NA,,1,M ,196.329,H ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
273,FR-R38R-62,14,LB ,CM ,LL Road Frame - Red 62,Cuadro de carretera GB: rojo 62,Cadre de vélo de route LL - rouge 62,187.1571,TRUE,Red,500,375,337.22,62,60-62 CM,2.5,1,R ,202.332,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
379,BK-R89B-58,2,LB ,CM ,Road-250 Black 58,Carretera: 250 negra 58,Vélo de route 250 noir 58,1320.6838,TRUE,Black,100,75,2181.5625,58,54-58 CM,15.68,4,R ,1308.9375,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
331,BK-R50R-52,2,LB ,CM ,Road-650 Red 52,Carretera: 650 roja 52,Vélo de route 650 rouge 52,486.7066,TRUE,Red,100,75,782.99,52,48-52 CM,19.42,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
301,FR-M94B-46,12,LB ,CM ,HL Mountain Frame - Black 46,,,617.0281,TRUE,Black,500,375,1191.1739,46,42-46 CM,2.84,1,M ,714.7043,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
166,MS-2348,,,,Metal Sheet 6,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
135,LN-7161,,,,Lock Nut 14,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
447,LO-C100,34,,,Cable Lock,Cable antirrobo,Antivol câble,10.3125,TRUE,NA,4,3,25,,NA,,0,S ,15,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
309,FR-M94S-38,12,LB ,CM ,HL Mountain Frame - Silver 38,,,747.2002,TRUE,Silver,500,375,1364.5,38,38-40 CM,2.68,2,M ,818.7,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
237,LJ-0192-X,21,,,Long-Sleeve Logo Jersey XL,Jersey con logotipo de manga larga SG,Maillot manches longues avec logo taille XL,38.4923,TRUE,Multi,4,3,49.99,XL,XL,,0,S ,29.994,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
292,FR-M94S-52,12,LB ,CM ,HL Mountain Frame - Silver 48,,,706.811,TRUE,Silver,500,375,1364.5,48,48-52 CM,2.8,1,M ,818.7,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
252,FR-R92R-56,14,LB ,CM ,HL Road Frame - Red 56,Cuadro de carretera GA: rojo 56,Cadre de vélo de route HL - rouge 56,868.6342,TRUE,Red,500,375,1431.5,56,54-58 CM,2.24,1,R ,858.9,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
529,TT-R982,37,,,Road Tire Tube,Cubierta para cámara de carretera,Chambre à air de vélo de route,1.4923,TRUE,NA,500,375,3.99,,NA,,0,R ,2.394,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
137,LN-8320,,,,Lock Nut 4,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
374,BK-R89B-44,2,LB ,CM ,Road-250 Black 44,Carretera: 250 negra 44,Vélo de route 250 noir 44,1554.9479,TRUE,Black,100,75,2443.35,44,42-46 CM,14.77,4,R ,1466.01,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
171,PA-187B,,,,Paint - Black,,,,FALSE,NA,60,45,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
312,BK-R93R-48,2,LB ,CM ,Road-150 Red 48,Carretera: 150 roja 48,Vélo de route 150 rouge 48,2171.2942,TRUE,Red,100,75,3578.27,48,48-52 CM,14.13,4,R ,2146.962,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
296,FR-M94B-42,12,LB ,CM ,HL Mountain Frame - Black 42,,,617.0281,TRUE,Black,500,375,1191.1739,42,42-46 CM,2.72,1,M ,714.7043,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
258,FR-R38B-60,14,LB ,CM ,LL Road Frame - Black 60,Cuadro de carretera GB: negro 60,Cadre de vélo de route LL - noir 60,204.6251,TRUE,Black,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
149,LW-5160,,,,Lock Washer 7,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
152,LW-7160,,,,Lock Washer 9,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
488,SJ-0194-S,21,,,Short-Sleeve Classic Jersey S,Jersey clásico de manga corta P,Maillot manches courtes classique taille S,41.5723,TRUE,Yellow,4,3,53.99,S,S,,0,S ,32.394,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
381,BK-R64Y-38,2,LB ,CM ,Road-550-W Yellow 38,Carretera: 550 para mujer amarilla 38,Vélo de route 550 -W - jaune 38,605.6492,TRUE,Yellow,100,75,1000.4375,38,38-40 CM,17.35,4,R ,600.2625,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
519,SE-R908,15,,,ML Road Seat/Saddle,Sillín/asiento de carretera GM,Selle de vélo de route ML,17.3782,TRUE,NA,500,375,39.14,,NA,,1,T ,23.484,M ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
372,BK-R89R-58,2,LB ,CM ,Road-250 Red 58,Carretera: 250 roja 58,Vélo de route 250 rouge 58,1554.9479,TRUE,Red,100,75,2443.35,58,54-58 CM,15.79,4,R ,1466.01,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
133,LN-5818,,,,Lock Nut 21,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
247,FR-R92R-52,14,LB ,CM ,HL Road Frame - Red 52,Cuadro de carretera GA: rojo 52,Cadre de vélo de route HL - rouge 52,747.9682,TRUE,Red,500,375,1263.4598,52,48-52 CM,2.2,1,R ,758.0759,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
293,FR-M94S-46,12,LB ,CM ,HL Mountain Frame - Silver 46,,,623.8403,TRUE,Silver,500,375,1204.3248,46,42-46 CM,2.84,1,M ,722.5949,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
352,BK-M68S-38,1,LB ,CM ,Mountain-200 Silver 38,Montaña: 200 plateada 38,VTT 200 argent 38,1117.8559,TRUE,Silver,100,75,2071.4196,38,38-40 CM,23.35,4,M ,1242.8518,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
255,FR-R38B-58,14,LB ,CM ,LL Road Frame - Black 58,Cuadro de carretera GB: negro 58,Cadre de vélo de route LL - noir 58,204.6251,TRUE,Black,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
287,FR-R38B-52,14,LB ,CM ,LL Road Frame - Black 52,Cuadro de carretera GB: negro 52,Cadre de vélo de route LL - noir 52,204.6251,TRUE,Black,500,375,337.22,52,48-52 CM,2.4,1,R ,202.332,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
134,LN-6320,,,,Lock Nut 3,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
219,SO-B909-L,23,,,Mountain Bike Socks L,Calcetines para bicicleta de montaña G,Chaussettes de VTT taille L,3.3963,TRUE,White,4,3,9.5,L,L,,0,M ,5.7,,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
285,FR-R38B-52,14,LB ,CM ,LL Road Frame - Black 52,Cuadro de carretera GB: negro 52,Cadre de vélo de route LL - noir 52,176.1997,TRUE,Black,500,375,297.6346,52,48-52 CM,2.4,1,R ,178.5808,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
316,BK-R68R-60,2,LB ,CM ,Road-450 Red 60,Carretera: 450 roja 60,Vélo de route 450 rouge 60,884.7083,TRUE,Red,100,75,1457.99,60,60-62 CM,17.9,4,R ,874.794,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
410,FW-M423,17,,,LL Mountain Front Wheel,,,26.9708,TRUE,Black,500,375,60.745,,NA,,1,M ,36.447,L ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
314,BK-R93R-56,2,LB ,CM ,Road-150 Red 56,Carretera: 150 roja 56,Vélo de route 150 rouge 56,2171.2942,TRUE,Red,100,75,3578.27,56,54-58 CM,14.68,4,R ,2146.962,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
240,FR-R92R-62,14,LB ,CM ,HL Road Frame - Red 62,Cuadro de carretera GA: rojo 62,Cadre de vélo de route HL - rouge 62,868.6342,TRUE,Red,500,375,1431.5,62,60-62 CM,2.3,1,R ,858.9,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
224,CA-1098,19,,,AWC Logo Cap,,,5.2297,TRUE,Multi,4,3,8.6442,,NA,,0,S ,5.1865,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
322,BK-R50R-60,2,LB ,CM ,Road-650 Red 60,Carretera: 650 roja 60,Vélo de route 650 rouge 60,413.1463,TRUE,Red,100,75,699.0982,60,60-62 CM,19.9,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
320,BK-R50R-58,2,LB ,CM ,Road-650 Red 58,Carretera: 650 roja 58,Vélo de route 650 rouge 58,413.1463,TRUE,Red,100,75,699.0982,58,54-58 CM,19.79,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
232,LJ-0192-L,21,,,Long-Sleeve Logo Jersey L,Jersey con logotipo de manga larga G,Maillot manches longues avec logo taille L,31.7244,TRUE,Multi,4,3,48.0673,L,L,,0,S ,28.8404,,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
338,BK-R50B-44,2,LB ,CM ,Road-650 Black 44,Carretera: 650 negra 44,Vélo de route 650 noir 44,413.1463,TRUE,Black,100,75,699.0982,44,42-46 CM,18.77,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
276,FR-R72R-52,14,LB ,CM ,ML Road Frame - Red 52,Cuadro de carretera GM: rojo 52,Cadre de vélo de route ML - rouge 52,352.1394,TRUE,Red,500,375,594.83,52,48-52 CM,2.3,1,R ,356.898,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
358,BK-M68B-38,1,LB ,CM ,Mountain-200 Black 38,Montaña: 200 negra 38,VTT 200 noir 38,1105.81,TRUE,Black,100,75,2049.0982,38,38-40 CM,23.35,4,M ,1229.4589,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
520,SE-R995,15,,,HL Road Seat/Saddle,Sillín/asiento de carretera GA,Selle de vélo de route HL,23.3722,TRUE,NA,500,375,52.64,,NA,,1,R ,31.584,H ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
241,FR-R92R-44,14,LB ,CM ,HL Road Frame - Red 44,Cuadro de carretera GA: rojo 44,Cadre de vélo de route HL - rouge 44,747.9682,TRUE,Red,500,375,1263.4598,44,42-46 CM,2.12,1,R ,758.0759,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
398,HB-M243,4,,,LL Mountain Handlebars,,,19.7758,TRUE,NA,500,375,44.54,,NA,,1,M ,26.724,L ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
272,FR-R38R-62,14,LB ,CM ,LL Road Frame - Red 62,Cuadro de carretera GB: rojo 62,Cadre de vélo de route LL - rouge 62,181.4857,TRUE,Red,500,375,306.5636,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
516,SE-M798,15,,,ML Mountain Seat/Saddle,,,17.3782,TRUE,NA,500,375,39.14,,NA,,1,M ,23.484,M ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
461,SB-M891-L,18,,,Men's Bib-Shorts L,,,37.1209,TRUE,Multi,4,3,89.99,L,L,,0,S ,53.994,,M ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
283,FR-R38B-48,14,LB ,CM ,LL Road Frame - Black 48,Cuadro de carretera GB: negro 48,Cadre de vélo de route LL - noir 48,170.1428,TRUE,Black,500,375,306.5636,48,48-52 CM,2.36,1,R ,183.9382,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
470,GL-F110-L,20,,,Full-Finger Gloves L,Guantes completos G,Gants longs taille L,15.6709,TRUE,Black,4,3,37.99,L,L,,0,M ,22.794,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
351,BK-M82B-48,1,LB ,CM ,Mountain-100 Black 48,Montaña: 100 negra 48,VTT 100 noir 48,1898.0944,TRUE,Black,100,75,3374.99,48,48-52 CM,21.42,4,M ,2024.994,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
313,BK-R93R-52,2,LB ,CM ,Road-150 Red 52,Carretera: 150 roja 52,Vélo de route 150 rouge 52,2171.2942,TRUE,Red,100,75,3578.27,52,48-52 CM,14.42,4,R ,2146.962,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
196,SD-2342,,,,LL Spindle/Axle,,,,FALSE,NA,500,375,,,NA,,0,,,L ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
344,BK-M82S-38,1,LB ,CM ,Mountain-100 Silver 38,Montaña: 100 plateada 38,VTT 100 argent 38,1912.1544,TRUE,Silver,100,75,3399.99,38,38-40 CM,20.35,4,M ,2039.994,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
471,VE-C304-S,25,,,Classic Vest S,Camiseta clásica P,Veste classique taille S,23.749,TRUE,Blue,4,3,63.5,S,S,,0,S ,38.1,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
443,FR-R92B-52,14,LB ,CM ,HL Road Frame - Black 52,Cuadro de carretera GA: negro 52,Cadre de vélo de route HL - noir 52,722.2568,TRUE,Black,500,375,1301.3636,52,48-52 CM,2.2,1,R ,780.8182,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
279,FR-R38B-44,14,LB ,CM ,LL Road Frame - Black 44,Cuadro de carretera GB: negro 44,Cadre de vélo de route LL - noir 44,176.1997,TRUE,Black,500,375,297.6346,44,42-46 CM,2.32,1,R ,178.5808,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
518,SE-R581,15,,,LL Road Seat/Saddle,Sillín/asiento de carretera GB,Selle de vélo de route LL,12.0413,TRUE,NA,500,375,27.12,,NA,,1,R ,16.272,L ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
266,FR-R38R-52,14,LB ,CM ,LL Road Frame - Red 52,Cuadro de carretera GB: rojo 52,Cadre de vélo de route LL - rouge 52,181.4857,TRUE,Red,500,375,306.5636,52,48-52 CM,2.4,1,R ,183.9382,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
390,BK-R64Y-48,2,LB ,CM ,Road-550-W Yellow 48,Carretera: 550 para mujer amarilla 48,Vélo de route 550 -W - jaune 48,713.0798,TRUE,Yellow,100,75,1120.49,48,48-52 CM,18.68,4,R ,672.294,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
373,BK-R89B-44,2,LB ,CM ,Road-250 Black 44,Carretera: 250 negra 44,Vélo de route 250 noir 44,1320.6838,TRUE,Black,100,75,2181.5625,44,42-46 CM,14.77,4,R ,1308.9375,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
435,FR-R72Y-48,14,LB ,CM ,ML Road Frame-W - Yellow 48,Cuadro de carretera para mujer GM: amarillo 48,Cadre de route ML -W - jaune 48,300.1188,TRUE,Yellow,500,375,540.7545,48,48-52 CM,2.34,1,R ,324.4527,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
278,FR-R72R-60,14,LB ,CM ,ML Road Frame - Red 60,Cuadro de carretera GM: rojo 60,Cadre de vélo de route ML - rouge 60,352.1394,TRUE,Red,500,375,594.83,60,60-62 CM,2.38,1,R ,356.898,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
348,BK-M82B-38,1,LB ,CM ,Mountain-100 Black 38,Montaña: 100 negra 38,VTT 100 noir 38,1898.0944,TRUE,Black,100,75,3374.99,38,38-40 CM,20.35,4,M ,2024.994,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
522,SE-T762,15,,,ML Touring Seat/Saddle,Sillín/asiento de paseo GM,Selle de vélo de randonnée ML,17.3782,TRUE,NA,500,375,39.14,,NA,,1,T ,23.484,M ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
284,FR-R38B-48,14,LB ,CM ,LL Road Frame - Black 48,Cuadro de carretera GB: negro 48,Cadre de vélo de route LL - noir 48,204.6251,TRUE,Black,500,375,337.22,48,48-52 CM,2.36,1,R ,202.332,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
159,MP-2503,,,,Metal Plate 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
211,FR-R92R-58,14,LB ,CM ,HL Road Frame - Red 58,,,,TRUE,Red,500,375,,58,54-58 CM,2.24,1,R ,,H ,U ,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
440,FR-R92B-44,14,LB ,CM ,HL Road Frame - Black 44,Cuadro de carretera GA: negro 44,Cadre de vélo de route HL - noir 44,868.6342,TRUE,Black,500,375,1431.5,44,42-46 CM,2.12,1,R ,858.9,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
451,LT-H902,33,,,Headlights - Dual-Beam,Luces: doble haz,Feu avant - double faisceau,14.4334,TRUE,NA,4,3,34.99,,NA,,0,R ,20.994,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
376,BK-R89B-48,2,LB ,CM ,Road-250 Black 48,Carretera: 250 negra 48,Vélo de route 250 noir 48,1554.9479,TRUE,Black,100,75,2443.35,48,48-52 CM,15.13,4,R ,1466.01,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
145,LW-1400,,,,Lock Washer 6,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
251,FR-R92R-56,14,LB ,CM ,HL Road Frame - Red 56,Cuadro de carretera GA: rojo 56,Cadre de vélo de route HL - rouge 56,722.2568,TRUE,Red,500,375,1301.3636,56,54-58 CM,2.24,1,R ,780.8182,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
311,BK-R93R-44,2,LB ,CM ,Road-150 Red 44,Carretera: 150 roja 44,Vélo de route 150 rouge 44,2171.2942,TRUE,Red,100,75,3578.27,44,42-46 CM,13.77,4,R ,2146.962,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
362,BK-M68B-46,1,LB ,CM ,Mountain-200 Black 46,Montaña: 200 negra 46,VTT 200 noir 46,1105.81,TRUE,Black,100,75,2049.0982,46,42-46 CM,24.13,4,M ,1229.4589,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
259,FR-R38B-62,14,LB ,CM ,LL Road Frame - Black 62,Cuadro de carretera GB: negro 62,Cadre de vélo de route LL - noir 62,176.1997,TRUE,Black,500,375,297.6346,62,60-62 CM,2.5,1,R ,178.5808,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
332,BK-R50B-58,2,LB ,CM ,Road-650 Black 58,Carretera: 650 negra 58,Vélo de route 650 noir 58,413.1463,TRUE,Black,100,75,699.0982,58,54-58 CM,19.79,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
199,SH-9312,,,,HL Shell,,,,FALSE,NA,800,600,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
323,BK-R50R-60,2,LB ,CM ,Road-650 Red 60,Carretera: 650 roja 60,Vélo de route 650 rouge 60,486.7066,TRUE,Red,100,75,782.99,60,60-62 CM,19.9,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
294,FR-M94S-46,12,LB ,CM ,HL Mountain Frame - Silver 46,,,660.9142,TRUE,Silver,500,375,1240.4545,46,42-46 CM,2.84,1,M ,744.2727,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
530,TT-T092,37,,,Touring Tire Tube,Cubierta para cámara de paseo,Chambre à air de vélo de randonnée,1.8663,TRUE,NA,500,375,4.99,,NA,,0,T ,2.994,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
327,BK-R50R-44,2,LB ,CM ,Road-650 Red 44,Carretera: 650 roja 44,Vélo de route 650 rouge 44,486.7066,TRUE,Red,100,75,782.99,44,42-46 CM,18.77,4,R ,469.794,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
389,BK-R64Y-48,2,LB ,CM ,Road-550-W Yellow 48,Carretera: 550 para mujer amarilla 48,Vélo de route 550 -W - jaune 48,605.6492,TRUE,Yellow,100,75,1000.4375,48,48-52 CM,18.68,4,R ,600.2625,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
317,BK-R68R-44,2,LB ,CM ,Road-450 Red 44,Carretera: 450 roja 44,Vélo de route 450 rouge 44,884.7083,TRUE,Red,100,75,1457.99,44,42-46 CM,16.77,4,R ,874.794,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
254,FR-R38B-58,14,LB ,CM ,LL Road Frame - Black 58,Cuadro de carretera GB: negro 58,Cadre de vélo de route LL - noir 58,170.1428,TRUE,Black,500,375,306.5636,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
438,FR-R92B-62,14,LB ,CM ,HL Road Frame - Black 62,Cuadro de carretera GA: negro 62,Cadre de vélo de route HL - noir 62,868.6342,TRUE,Black,500,375,1431.5,62,60-62 CM,2.3,1,R ,858.9,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
326,BK-R50R-44,2,LB ,CM ,Road-650 Red 44,Carretera: 650 roja 44,Vélo de route 650 rouge 44,413.1463,TRUE,Red,100,75,699.0982,44,42-46 CM,18.77,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
250,FR-R92R-56,14,LB ,CM ,HL Road Frame - Red 56,Cuadro de carretera GA: rojo 56,Cadre de vélo de route HL - rouge 56,747.9682,TRUE,Red,500,375,1263.4598,56,54-58 CM,2.24,1,R ,758.0759,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
493,FR-T67Y-62,16,LB ,CM ,LL Touring Frame - Yellow 62,Cuadro de paseo GB: amarillo 62,Cadre de vélo de randonnée LL - jaune 62,199.8519,TRUE,Yellow,500,375,333.42,62,60-62 CM,3.2,1,T ,200.052,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
